"ReachName","Assessment.Unit","Basin","Confinement_Score","Spring.Chinook.Reach","Steelhead.Reach","SPCHN Number of Life Stages","SH Number of Life Stages","SPCHNTier_Restoration","SPCHNTier_Protection","STLTier_Restoration","STLTier_Protection","HQ_Pct","HQ_Score_Restoration","HQ_Score_Protection","BankStability_score","ChannelStability_score","Stability_Mean","CoarseSubstrate_score","Cover-Wood_score","Flow-SummerBaseFlow_score","FloodplainConnectivity_score","Off-Channel/Side-Channels_score","PoolQuantity&Quality_score","Riparian-Disturbance_score","Riparian-CanopyCover_score","Riparian_Mean","Temperature-Rearing_score"
"Rock Creek 02","Rock Creek","Wenatchee",1,"yes","yes","2","5","3","2","3","3",NA,NA,NA,NA,NA,NA,NA,NA,5,NA,"NA",NA,NA,NA,NA,1
"Rock Creek 03","Rock Creek","Wenatchee",1,"yes","yes","2","3","3","2","3","3",NA,NA,NA,NA,NA,NA,5,3,5,NA,"5",NA,NA,NA,NA,5
"Ruby Creek 01","Upper Peshastin Creek","Wenatchee",1,"no","yes","0","2","2","3","2","2",NA,NA,NA,NA,NA,NA,3,5,1,5,"NA",1,NA,NA,NA,5
"Salmon 16-1","Salmon Creek-Lower","Okanogan",5,"no","yes","0","6","Not a Priority","Not a Priority","1","1",0.0581569779503563,5,1,5,5,5,3,5,1,NA,"NA",1,1,NA,1,1
"Salmon 16-10","Salmon Creek-Lower","Okanogan",5,"no","yes","0","6","Not a Priority","Not a Priority","1","1",0.626617921420571,5,1,5,5,5,3,3,1,NA,"NA",NA,3,NA,3,1
"Salmon 16-11","Salmon Creek-Lower","Okanogan",5,"no","yes","0","6","Not a Priority","Not a Priority","1","1",0.872302720070069,3,3,5,5,5,3,5,1,NA,"NA",NA,3,NA,3,1
"Salmon 16-12","Salmon Creek-Lower","Okanogan",1,"no","yes","0","6","Not a Priority","Not a Priority","1","1",0.436584722274903,5,1,5,5,5,3,1,1,NA,"NA",3,3,NA,3,1
"Salmon 16-13","Salmon Creek-Lower","Okanogan",5,"no","yes","0","6","Not a Priority","Not a Priority","1","1",0.654280377056844,5,1,5,5,5,3,5,1,NA,"NA",NA,1,NA,1,1
"Salmon 16-2","Salmon Creek-Lower","Okanogan",1,"no","yes","0","6","Not a Priority","Not a Priority","1","1",0.0420846940519813,5,1,3,3,3,3,3,1,NA,"NA",NA,1,NA,1,1
"Salmon 16-3","Salmon Creek-Lower","Okanogan",5,"no","yes","0","6","Not a Priority","Not a Priority","1","1",0.0459982879695874,5,1,5,5,5,3,5,1,NA,"NA",3,1,NA,1,1
"Salmon 16-4","Salmon Creek-Lower","Okanogan",5,"no","yes","0","6","Not a Priority","Not a Priority","1","1",0.678840842271688,5,1,5,5,5,3,3,1,NA,"NA",NA,1,NA,1,1
"Salmon 16-5","Salmon Creek-Lower","Okanogan",5,"no","yes","0","6","Not a Priority","Not a Priority","1","1",0.681008576206181,5,1,5,5,5,3,5,1,NA,"NA",3,1,NA,1,1
"Salmon 16-6","Salmon Creek-Lower","Okanogan",5,"no","yes","0","6","Not a Priority","Not a Priority","1","1",0.783016464016357,5,3,5,5,5,3,5,1,NA,"NA",NA,1,NA,1,1
"Salmon 16-7","Salmon Creek-Lower","Okanogan",5,"no","yes","0","6","Not a Priority","Not a Priority","1","1",0.528032937786071,5,1,5,5,5,3,5,1,NA,"NA",NA,1,NA,1,1
"Salmon 16-8","Salmon Creek-Lower","Okanogan",5,"no","yes","0","6","Not a Priority","Not a Priority","1","1",0.698825020843353,5,1,5,5,5,3,3,1,NA,"NA",NA,1,NA,1,1
"Salmon 16-9","Salmon Creek-Lower","Okanogan",5,"no","yes","0","6","Not a Priority","Not a Priority","1","1",0.789291793508043,5,3,5,5,5,3,3,1,NA,"NA",NA,1,NA,1,1
"Sand Creek 01","Sand Creek","Wenatchee",1,"no","yes","0","2","Not a Priority","Not a Priority","2","2",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"NA",NA,NA,NA,NA,1
"Sand Creek 02","Sand Creek","Wenatchee",1,"no","yes","0","2","Not a Priority","Not a Priority","2","2",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"NA",NA,NA,NA,NA,5
"Scaffold Camp Creek 01","Middle Twisp River","Methow",5,"yes","yes","3","6","1","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,5,NA,"NA",NA,NA,NA,NA,5
"Scatter Creek 01","Upper Twisp River","Methow",5,"yes","yes","1","1","2","2","2","2",NA,NA,NA,NA,NA,NA,NA,NA,5,NA,"NA",NA,NA,NA,NA,5
"Sears Creek 01","Lower White River","Wenatchee",5,"no","yes","0","5","2","1","3","3",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"NA",NA,NA,NA,NA,5
"Similkameen 16-1","Similkameen River","Okanogan",5,"no","yes","0","7","Not a Priority","Not a Priority","1","1",0.289937829844472,5,1,5,5,5,1,5,1,NA,"NA",1,1,NA,1,1
"Similkameen 16-2","Similkameen River","Okanogan",5,"no","yes","0","7","Not a Priority","Not a Priority","1","1",0.392226717716027,5,1,5,5,5,1,3,1,NA,"NA",1,1,NA,1,1
"Similkameen 16-3","Similkameen River","Okanogan",5,"no","yes","0","7","Not a Priority","Not a Priority","1","1",0.512291200709168,5,1,1,1,1,3,1,1,NA,"NA",NA,1,NA,1,1
"Similkameen 16-4","Similkameen River","Okanogan",5,"no","yes","0","7","Not a Priority","Not a Priority","1","1",0.503351146256966,5,1,5,5,5,1,5,1,NA,"NA",1,1,NA,1,1
"Similkameen 16-5","Similkameen River","Okanogan",5,"no","yes","0","7","Not a Priority","Not a Priority","1","1",0.629274055804117,5,1,5,5,5,3,5,1,NA,"NA",NA,1,NA,1,1
"Similkameen 16-6","Similkameen River","Okanogan",1,"no","yes","0","7","Not a Priority","Not a Priority","1","1",0.517816624879269,5,1,5,5,5,3,1,1,NA,"NA",NA,1,NA,1,1
"Siwash 16-1","Siwash Creek-Lower DS","Okanogan",5,"no","no","0","0","Not a Priority","Not a Priority","Not a Priority","Not a Priority",NA,NA,NA,NA,NA,NA,3,NA,1,NA,"NA",NA,1,NA,1,1
"Skinney Creek 01","Chiwaukum Creek","Wenatchee",5,"yes","yes","4","4","3","2","2","2",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"NA",NA,NA,NA,NA,5
"Skinney Creek 02","Chiwaukum Creek","Wenatchee",5,"yes","yes","2","4","3","2","2","2",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"NA",NA,NA,NA,NA,5
"Skinney Creek 03","Chiwaukum Creek","Wenatchee",5,"yes","yes","2","4","3","2","2","2",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"NA",NA,NA,NA,NA,5
"Skinney Creek 04","Chiwaukum Creek","Wenatchee",5,"yes","yes","2","4","3","2","2","2",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"NA",NA,NA,NA,NA,5
"Smith Canyon Creek 01","Libby Creek","Methow",1,"yes","yes","2","2","3","3","2","2",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"NA",NA,NA,NA,NA,5
"Smith Canyon Creek 02","Libby Creek","Methow",5,"no","yes","0","2","3","3","2","2",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"NA",NA,NA,NA,NA,5
"Smith Canyon Creek 03","Libby Creek","Methow",5,"no","yes","0","2","3","3","2","2",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"NA",NA,NA,NA,NA,5
"Smith Canyon Creek 04","Libby Creek","Methow",5,"no","yes","0","2","3","3","2","2",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"NA",NA,NA,NA,NA,5
"Smith Canyon Creek 05","Libby Creek","Methow",1,"no","yes","0","2","3","3","2","2",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"NA",NA,NA,NA,NA,5
"South Creek 01","South Creek","Methow",5,"yes","no","4","0","3","3","3","3",0.866666666666667,3,3,3,5,4,5,5,5,5,"1",5,5,3,4,5
"Spromberg Canyon 01","Chumstick Creek","Wenatchee",5,"yes","yes","3","5","2","3","2","1",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"NA",NA,NA,NA,NA,5
"Stapaloop 16-1","Omak Creek-Middle DS","Okanogan",5,"no","yes","0","5","Not a Priority","Not a Priority","2","2",0,5,1,3,3,3,3,1,0,NA,"NA",NA,1,NA,1,1
"Stapaloop 16-2","Omak Creek-Middle DS","Okanogan",5,"no","yes","0","5","Not a Priority","Not a Priority","2","2",0,5,1,5,5,5,3,5,2,NA,"NA",3,1,NA,1,3
"Stormy Creek 01","Entiat River-Potato Creek","Entiat",5,"yes","yes","5","4","1","1","1","1",NA,NA,NA,NA,NA,NA,5,5,3,3,"1",1,NA,NA,NA,5
"Stormy Creek 02","Entiat River-Potato Creek","Entiat",1,"no","yes","0","3","1","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,"NA",NA,NA,NA,NA,5
"Stormy Creek 03","Entiat River-Potato Creek","Entiat",1,"no","yes","0","3","1","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,"NA",NA,NA,NA,NA,5
"Sunitsch Canyon 01","Chumstick Creek","Wenatchee",5,"yes","yes","1","5","2","3","2","1",NA,NA,NA,NA,NA,NA,5,5,1,NA,"5",NA,NA,NA,NA,5
"Swaram Creek 01","Swaram Creek","Methow",1,"no","yes","0","2","Not a Priority","Not a Priority","3","3",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,"NA",NA,3,1,2,3
"Swaram Creek 02","Swaram Creek","Methow",1,"no","yes","0","2","Not a Priority","Not a Priority","3","3",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"NA",NA,NA,1,1,5
"Swimptkin 16-1","Omak Creek-Middle DS","Okanogan",5,"no","yes","0","5","Not a Priority","Not a Priority","2","2",0,5,1,5,5,5,3,1,0,NA,"NA",3,1,NA,1,3
"Tamarack Creek 01","Roaring Creek","Entiat",1,"no","yes","0","2","3","3","2","2",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,"NA",NA,5,3,4,5
"Tamarack Creek 02","Roaring Creek","Entiat",1,"no","yes","0","2","3","3","2","2",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,"NA",NA,NA,NA,NA,5
"Tillicum Creek 01","Tillicum Creek","Entiat",1,"yes","yes","4","6","3","3","2","3",NA,NA,NA,NA,NA,NA,3,5,5,3,"1",1,NA,NA,NA,5
"Tillicum Creek 02","Tillicum Creek","Entiat",1,"yes","yes","4","6","3","3","2","3",NA,NA,NA,NA,NA,NA,3,3,3,3,"1",1,NA,NA,NA,5
"Tillicum Creek 03","Tillicum Creek","Entiat",1,"yes","yes","4","6","3","3","2","3",NA,NA,NA,NA,NA,NA,3,3,3,3,"1",5,NA,NA,NA,5
"Tillicum Creek 04","Tillicum Creek","Entiat",1,"yes","yes","2","3","3","3","2","3",NA,NA,NA,NA,NA,NA,3,3,5,3,"NA",1,NA,NA,NA,5
"Tommy Creek 01","Entiat River-Lake Creek","Entiat",1,"no","no","0","0","1","1","2","2",NA,NA,NA,NA,NA,NA,NA,NA,5,NA,"NA",NA,NA,NA,NA,5
"Tonasket 16-1","Tonasket Creek DS","Okanogan",5,"no","yes","0","6","Not a Priority","Not a Priority","2","1",0.287380965486902,5,1,5,5,5,3,5,1,NA,"NA",NA,1,NA,1,1
"Tonasket 16-2","Tonasket Creek DS","Okanogan",5,"no","yes","0","6","Not a Priority","Not a Priority","2","1",1,1,5,5,5,5,3,3,0,NA,"NA",NA,3,NA,3,1
"Trail 16-1","Omak Creek-Upper DS","Okanogan",5,"no","yes","0","5","Not a Priority","Not a Priority","2","2",0,5,1,5,5,5,3,1,0,NA,"NA",1,3,NA,3,3
"Tronsen Creek 01","Upper Peshastin Creek","Wenatchee",1,"yes","yes","4","5","2","3","2","2",NA,NA,NA,NA,NA,NA,3,5,3,5,"NA",1,NA,NA,NA,1
"Tronsen Creek 02","Upper Peshastin Creek","Wenatchee",1,"yes","yes","4","5","2","3","2","2",NA,NA,NA,NA,NA,NA,NA,3,3,5,"NA",1,NA,NA,NA,1
"Tronsen Creek 03","Upper Peshastin Creek","Wenatchee",1,"no","yes","0","2","2","3","2","2",NA,NA,NA,NA,NA,NA,3,3,1,3,"1",1,NA,NA,NA,5
"Trout Creek 01","West Fork Methow River","Methow",5,"yes","yes","4","2","3","3","3","3",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"NA",NA,NA,NA,NA,5
"Trout Creek 02","West Fork Methow River","Methow",1,"yes","no","4","0","3","3","3","3",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"NA",NA,NA,NA,NA,5
"Trout Creek 03","West Fork Methow River","Methow",1,"yes","no","4","0","3","3","3","3",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"NA",NA,NA,NA,NA,5
"Trout Creek 04","West Fork Methow River","Methow",1,"yes","no","4","0","3","3","3","3",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"NA",NA,NA,NA,NA,5
"Tunk 16-1","Tunk Creek-Lower DS","Okanogan",5,"no","yes","0","6","Not a Priority","Not a Priority","3","2",0,5,1,5,5,5,3,5,0,NA,"NA",NA,1,NA,1,1
"Twentymile Creek 01","Twenty Mile Creek","Methow",5,"yes","yes","4","5","Not a Priority","Not a Priority","Not a Priority","Not a Priority",0.422222222222222,5,1,1,1,1,3,1,3,1,"1",3,1,1,1,5
"Twisp River Headwaters 01","Twisp River Headwaters","Methow",5,"yes","yes","4","5","3","3","3","2",0.977777777777778,1,5,5,5,5,5,5,5,5,"5",5,5,3,4,5
"Twisp River Headwaters 02","Twisp River Headwaters","Methow",1,"yes","yes","4","2","3","3","3","2",0.888888888888889,3,3,5,5,5,5,1,5,5,"5",5,5,3,4,5
"Twisp River Lower 01","Lower Twisp River","Methow",5,"yes","yes","7","6","1","2","1","1",0.355555555555556,5,1,1,3,2,5,1,1,1,"1",3,1,1,1,1
"Twisp River Lower 02","Lower Twisp River","Methow",5,"yes","yes","7","6","1","2","1","1",0.466666666666667,5,1,1,3,2,5,3,1,1,"3",3,3,1,2,1
"Twisp River Lower 03","Lower Twisp River","Methow",5,"yes","yes","7","6","1","2","1","1",0.377777777777778,5,1,1,3,2,5,1,1,1,"3",1,3,1,2,1
"Twisp River Lower 04","Lower Twisp River","Methow",5,"yes","yes","7","6","1","2","1","1",0.377777777777778,5,1,1,3,2,5,1,1,1,"3",1,3,1,2,1
"Twisp River Lower 05","Lower Twisp River","Methow",5,"yes","yes","7","6","1","2","1","1",0.377777777777778,5,1,1,3,2,5,1,1,1,"3",1,3,1,2,1
"Twisp River Lower 06","Lower Twisp River","Methow",5,"yes","yes","7","6","1","2","1","1",0.333333333333333,5,1,1,1,1,3,3,1,1,"1",3,1,1,1,1
"Twisp River Lower 07","Lower Twisp River","Methow",5,"yes","yes","7","6","1","2","1","1",0.555555555555556,5,1,3,3,3,3,3,1,3,"3",5,3,3,3,1
"Twisp River Lower 08","Lower Twisp River","Methow",5,"yes","yes","7","6","1","2","1","1",0.511111111111111,5,1,3,3,3,5,1,3,3,"3",3,1,1,1,1
"Twisp River Lower 09","Lower Twisp River","Methow",5,"yes","yes","7","6","1","2","1","1",0.488888888888889,5,1,3,5,4,3,1,5,5,"1",1,1,1,1,1
"Twisp River Lower 10","Lower Twisp River","Methow",5,"yes","yes","7","6","1","2","1","1",0.577777777777778,5,1,3,3,3,5,1,5,3,"3",3,3,1,2,1
"Twisp River Lower 11","Lower Twisp River","Methow",5,"yes","yes","7","6","1","2","1","1",0.511111111111111,5,1,3,3,3,3,1,5,3,"3",3,1,1,1,1
"Twisp River Middle 01","Middle Twisp River","Methow",5,"yes","yes","7","6","1","1","1","1",0.733333333333333,5,3,3,3,3,5,5,3,3,"5",5,3,3,3,1
"Twisp River Middle 02","Middle Twisp River","Methow",5,"yes","yes","7","6","1","1","1","1",0.777777777777778,5,3,3,3,3,5,5,5,3,"5",5,3,3,3,1
"Twisp River Middle 03","Middle Twisp River","Methow",5,"yes","yes","7","6","1","1","1","1",0.622222222222222,5,1,5,3,4,3,1,5,5,"3",3,3,3,3,1
"Twisp River Middle 04","Middle Twisp River","Methow",5,"yes","yes","7","6","1","1","1","1",0.622222222222222,5,1,5,3,4,3,1,5,5,"3",3,3,3,3,1
"Twisp River Middle 05","Middle Twisp River","Methow",5,"yes","yes","7","6","1","1","1","1",0.622222222222222,5,1,5,3,4,3,1,5,5,"3",3,3,3,3,1
"Twisp River Middle 06","Middle Twisp River","Methow",5,"yes","yes","7","6","1","1","1","1",0.822222222222222,3,3,5,5,5,5,1,5,5,"5",5,5,1,3,3
"Twisp River Middle 07","Middle Twisp River","Methow",5,"yes","yes","7","6","1","1","1","1",0.666666666666667,5,1,3,3,3,5,1,5,3,"3",1,5,3,4,5
"Twisp River Middle 08","Middle Twisp River","Methow",5,"yes","yes","7","6","1","1","1","1",0.666666666666667,5,1,3,3,3,5,1,5,3,"3",1,5,3,4,5
"Twisp River Upper 01","Upper Twisp River","Methow",5,"yes","yes","6","6","2","2","2","2",0.666666666666667,5,1,3,3,3,5,1,5,3,"3",1,5,3,4,5
"Twisp River Upper 02","Upper Twisp River","Methow",5,"yes","yes","6","6","2","2","2","2",0.822222222222222,3,3,5,5,5,5,1,5,5,"5",3,5,1,3,5
"Twisp River Upper 03","Upper Twisp River","Methow",5,"yes","yes","6","6","2","2","2","2",0.822222222222222,3,3,5,5,5,5,1,5,5,"5",3,5,1,3,5
"Twisp River Upper 04","Twisp River Headwaters","Methow",5,"yes","yes","5","6","3","3","3","2",0.844444444444444,3,3,5,5,5,5,1,5,5,"3",5,5,3,4,5
"Tyee Creek 01","Entiat River-Potato Creek","Entiat",5,"yes","yes","3","6","1","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,"NA",NA,5,NA,5,5
"Wanacut 16-1","Wanacut Creek DS","Okanogan",5,"no","yes","0","7","Not a Priority","Not a Priority","3","2",0.0626946243656019,5,1,5,5,5,3,3,0,NA,"NA",NA,1,NA,1,1
"Wanacut 16-2","Wanacut Creek DS","Okanogan",5,"no","yes","0","7","Not a Priority","Not a Priority","3","2",0.0292506829513117,5,1,5,5,5,3,5,0,NA,"NA",1,1,NA,1,1
"Wanacut 16-3","Wanacut Creek DS","Okanogan",5,"no","yes","0","7","Not a Priority","Not a Priority","3","2",0.0334077127996523,5,1,5,5,5,3,3,0,NA,"NA",3,1,NA,1,1
"War Creek 01","War Creek","Methow",5,"yes","yes","4","5","3","3","3","3",0.822222222222222,3,3,3,5,4,5,5,5,5,"1",5,5,3,4,3
"War Creek 02","War Creek","Methow",1,"yes","yes","4","4","3","3","3","3",0.866666666666667,3,3,3,5,4,5,5,5,5,"1",5,5,3,4,5
"Wenatchee River Beaver 01","Wenatchee River-Beaver Creek","Wenatchee",5,"yes","yes","7","7","1","2","1","2",0.911111111111111,1,5,5,5,5,5,5,5,5,"5",5,5,5,5,1
"Wenatchee River Beaver 02","Wenatchee River-Beaver Creek","Wenatchee",5,"yes","yes","7","7","1","2","1","2",0.8,3,3,5,5,5,5,1,5,5,"5",3,5,3,4,3
"Wenatchee River Beaver 03","Wenatchee River-Beaver Creek","Wenatchee",5,"yes","yes","7","7","1","2","1","2",0.644444444444444,5,1,1,3,2,5,3,5,3,"3",3,1,3,2,3
"Wenatchee River Beaver 04","Wenatchee River-Beaver Creek","Wenatchee",5,"yes","yes","7","7","1","2","1","2",0.644444444444444,5,1,1,3,2,5,3,5,3,"3",3,1,3,2,3
"Wenatchee River Beaver 05","Wenatchee River-Beaver Creek","Wenatchee",5,"yes","yes","7","7","1","2","1","2",0.466666666666667,5,1,1,1,1,3,1,5,1,"1",3,3,3,3,3
"Wenatchee River Beaver 06","Wenatchee River-Beaver Creek","Wenatchee",5,"yes","yes","7","7","1","2","1","2",0.488888888888889,5,1,1,3,2,5,1,5,1,"1",3,1,1,1,3
"Wenatchee River Beaver 07","Wenatchee River-Beaver Creek","Wenatchee",5,"yes","yes","7","7","1","2","1","2",0.488888888888889,5,1,1,3,2,5,1,5,1,"1",3,1,1,1,3
"Wenatchee River Beaver 08","Wenatchee River-Beaver Creek","Wenatchee",5,"yes","yes","7","7","1","2","1","2",0.488888888888889,5,1,3,3,3,5,1,5,1,"3",1,1,3,2,1
"Wenatchee River Beaver 09","Wenatchee River-Beaver Creek","Wenatchee",5,"yes","yes","7","7","1","2","1","2",0.488888888888889,5,1,5,3,4,5,1,5,1,"1",1,3,3,3,1
"Wenatchee River Beaver 10","Wenatchee River-Beaver Creek","Wenatchee",5,"yes","yes","7","7","1","2","1","2",0.622222222222222,5,1,5,3,4,3,3,5,3,"3",3,3,3,3,1
"Wenatchee River Beaver 11","Wenatchee River-Beaver Creek","Wenatchee",5,"yes","yes","7","7","1","2","1","2",0.555555555555556,5,1,5,1,3,3,1,5,3,"3",3,3,3,3,1
"Wenatchee River Beaver 12","Wenatchee River-Beaver Creek","Wenatchee",5,"yes","yes","7","7","1","2","1","2",0.577777777777778,5,1,1,3,2,5,1,5,3,"3",3,3,3,3,1
"Wenatchee River Beaver 13","Wenatchee River-Beaver Creek","Wenatchee",1,"yes","yes","7","7","1","2","1","2",0.666666666666667,5,1,5,3,4,5,1,5,5,"3",3,3,3,3,1
"Wenatchee River Derby 01","Wenatchee River-Derby Canyon","Wenatchee",5,"yes","yes","6","7","2","3","1","3",0.511111111111111,5,1,3,5,4,5,1,1,5,"1",3,3,1,2,1
"Wenatchee River Derby 02","Wenatchee River-Derby Canyon","Wenatchee",5,"yes","yes","6","7","2","3","1","3",0.6,5,1,3,5,4,5,1,5,5,"1",3,3,1,2,1
"Wenatchee River Derby 03","Wenatchee River-Derby Canyon","Wenatchee",5,"yes","yes","6","7","2","3","1","3",0.511111111111111,5,1,3,5,4,5,1,1,5,"1",3,3,1,2,1
"Wenatchee River Derby 04","Wenatchee River-Derby Canyon","Wenatchee",5,"yes","yes","6","7","2","3","1","3",0.577777777777778,5,1,5,5,5,3,1,1,5,"5",3,3,1,2,1
"Wenatchee River Derby 05","Wenatchee River-Derby Canyon","Wenatchee",5,"yes","yes","6","7","2","3","1","3",0.666666666666667,5,1,5,5,5,3,1,5,5,"5",3,3,1,2,1
"Wenatchee River Derby 06","Wenatchee River-Tumwater Canyon","Wenatchee",5,"yes","yes","6","7","2","2","1","2",0.6,5,1,5,3,4,5,1,5,3,"3",3,3,1,2,1
"Wenatchee River Nahahum 01","Wenatchee River-Nahahum Canyon","Wenatchee",5,"yes","yes","6","7","3","3","2","2",0.444444444444444,5,1,1,5,3,1,1,5,1,"3",3,3,1,2,1
"Wenatchee River Nahahum 02","Wenatchee River-Nahahum Canyon","Wenatchee",5,"yes","yes","6","7","3","3","2","2",0.6,5,1,5,3,4,5,1,5,5,"1",3,3,1,2,1
"Wenatchee River Nahahum 03","Wenatchee River-Nahahum Canyon","Wenatchee",5,"yes","yes","6","7","3","3","2","2",0.533333333333333,5,1,1,1,1,5,1,5,3,"3",3,3,1,2,1
"Wenatchee River Nahahum 04","Wenatchee River-Nahahum Canyon","Wenatchee",5,"yes","yes","6","7","3","3","2","2",0.577777777777778,5,1,1,1,1,5,1,5,3,"3",3,3,1,2,3
"Wenatchee River Nahahum 05","Wenatchee River-Nahahum Canyon","Wenatchee",5,"yes","yes","6","7","3","3","2","2",0.466666666666667,5,1,1,1,1,5,1,3,3,"1",3,1,1,1,3
"Wenatchee River Nahahum 06","Wenatchee River-Nahahum Canyon","Wenatchee",5,"yes","yes","6","7","3","3","2","2",0.422222222222222,5,1,1,1,1,5,1,3,3,"1",3,1,1,1,1
"Wenatchee River Nahahum 07","Wenatchee River-Ollala Canyon","Wenatchee",5,"yes","yes","6","7","3","3","1","3",0.466666666666667,5,1,1,1,1,5,1,5,3,"1",3,1,1,1,1
"Wenatchee River Ollala 01","Wenatchee River-Ollala Canyon","Wenatchee",5,"yes","yes","6","7","3","3","1","3",0.466666666666667,5,1,1,1,1,5,1,5,3,"1",3,1,1,1,1
"Wenatchee River Ollala 02","Wenatchee River-Ollala Canyon","Wenatchee",5,"yes","yes","6","7","3","3","1","3",0.488888888888889,5,1,1,3,2,5,1,5,3,"1",3,1,1,1,1
"Wenatchee River Ollala 03","Wenatchee River-Ollala Canyon","Wenatchee",5,"yes","yes","6","7","3","3","1","3",0.488888888888889,5,1,1,3,2,5,1,5,3,"1",3,1,1,1,1
"Wenatchee River Tumwater 01","Wenatchee River-Tumwater Canyon","Wenatchee",5,"yes","yes","7","7","2","2","1","2",0.6,5,1,5,3,4,5,1,5,3,"3",3,3,1,2,1
"Wenatchee River Tumwater 02","Wenatchee River-Tumwater Canyon","Wenatchee",5,"yes","yes","7","7","2","2","1","2",0.622222222222222,5,1,1,5,3,3,1,5,5,"5",3,3,1,2,1
"Wenatchee River Tumwater 03","Wenatchee River-Tumwater Canyon","Wenatchee",5,"yes","yes","7","7","2","2","1","2",NA,NA,NA,5,5,5,NA,NA,5,5,"5",NA,1,1,1,1
"Wenatchee River Tumwater 04","Wenatchee River-Tumwater Canyon","Wenatchee",5,"yes","yes","7","7","2","2","1","2",NA,NA,NA,5,5,5,NA,NA,5,5,"5",NA,1,1,1,1
"Wenatchee River Tumwater 05","Wenatchee River-Tumwater Canyon","Wenatchee",5,"yes","yes","7","7","2","2","1","2",NA,NA,NA,3,3,3,NA,NA,3,3,"3",NA,3,3,3,1
"Wenatchee River Tumwater 06","Wenatchee River-Tumwater Canyon","Wenatchee",5,"yes","yes","7","7","2","2","1","2",NA,NA,NA,5,5,5,NA,NA,5,5,"5",NA,3,1,2,1
"Wenatchee River Tumwater 07","Wenatchee River-Tumwater Canyon","Wenatchee",5,"yes","yes","7","7","2","2","1","2",NA,NA,NA,5,5,5,NA,NA,5,5,"5",NA,3,1,2,1
"Wenatchee River Tumwater 08","Wenatchee River-Tumwater Canyon","Wenatchee",5,"yes","yes","7","7","2","2","1","2",NA,NA,NA,5,5,5,NA,NA,5,5,"5",NA,3,1,2,1
"Whistling Creek 01","Upper Twisp River","Methow",5,"no","yes","0","2","2","2","2","2",NA,NA,NA,NA,NA,NA,NA,NA,5,NA,"NA",NA,NA,NA,NA,5
"White River Lower 01","Lower White River","Wenatchee",5,"yes","yes","7","6","2","1","3","3",NA,NA,NA,3,3,3,NA,NA,5,1,"1",NA,5,5,5,3
"White River Lower 02","Lower White River","Wenatchee",5,"yes","yes","7","6","2","1","3","3",NA,NA,NA,1,1,1,NA,NA,5,1,"1",NA,5,5,5,3
"White River Lower 03","Lower White River","Wenatchee",5,"yes","yes","7","6","2","1","3","3",NA,NA,NA,3,3,3,5,NA,5,1,"1",NA,5,5,5,3
"White River Lower 04","Lower White River","Wenatchee",5,"yes","yes","7","6","2","1","3","3",NA,NA,NA,3,3,3,NA,NA,5,1,"1",NA,5,3,4,3
"White River Lower 05","Lower White River","Wenatchee",5,"yes","yes","7","6","2","1","3","3",NA,NA,NA,3,3,3,3,3,5,1,"1",NA,5,3,4,3
"White River Lower 06","Lower White River","Wenatchee",5,"yes","yes","7","6","2","1","3","3",NA,NA,NA,5,5,5,NA,NA,5,5,"5",NA,5,3,4,5
"White River Lower 07","Lower White River","Wenatchee",5,"yes","yes","7","6","2","1","3","3",NA,NA,NA,5,5,5,NA,5,5,5,"5",1,5,3,4,5
"White River Lower 08","Lower White River","Wenatchee",5,"yes","yes","7","5","2","1","3","3",0.755555555555556,5,3,5,5,5,5,3,5,5,"1",1,5,3,4,5
"White River Lower 09","Lower White River","Wenatchee",5,"yes","yes","7","5","2","1","3","3",NA,NA,NA,5,5,5,NA,NA,5,5,"5",NA,NA,NA,NA,3
"White River Upper 01","Upper White River","Wenatchee",5,"yes","yes","5","4","3","2","3","3",NA,NA,NA,NA,NA,NA,NA,NA,5,NA,"NA",NA,NA,NA,NA,3
